file_id,rank,function,offset,size,start,end
3178397997,0,MPI_File_write_at,4192,1764,2.7178718,2.7184588
3178397997,0,write,4192,1764,2.7178807,2.7184558
3178397997,0,MPI_File_write_at,5956,44,2.7185753,2.7185853
3178397997,0,write,5956,44,2.7185772,2.7185843
3178397997,0,MPI_File_write_at,6000,4488,2.7186897,2.7191887
3178397997,0,write,6000,4488,2.7186908,2.7191848
3178397997,0,MPI_File_write_at,10488,3612,2.7193193,2.7198963
3178397997,0,write,10488,3612,2.7193212,2.7198922
3178397997,0,MPI_File_write_at,14100,7680,2.7200349,2.7205098
3178397997,0,write,14100,7680,2.7200368,2.7205079
3178397997,0,MPI_File_write_at,21780,7728,2.7206073,2.7206593
3178397997,0,write,21780,7728,2.7206082,2.7206573
3178397997,0,MPI_File_write_at,29508,968,2.7207648,2.7207729
3178397997,0,write,29508,968,2.7207657,2.7207717
3178397997,0,MPI_File_write_at,30476,1260,2.7208542,2.7208614
3178397997,0,write,30476,1260,2.7208553,2.7208603
3178397997,0,MPI_File_write_at,33784,160,2.7209369,2.7209469
3178397997,0,write,33784,160,2.7209428,2.7209456
3178397997,0,MPI_File_write_at,33944,168,2.7210163,2.7210213
3178397997,0,write,33944,168,2.7210172,2.7210213
3178397997,0,MPI_File_write_at,34112,4,2.7214328,2.7214406
3178397997,0,write,34112,4,2.7214337,2.7214397
3178397997,0,MPI_File_write_at,34240,4,2.721605,2.721615
3178397997,0,write,34240,4,2.7216109,2.721614
3178397997,0,MPI_File_write_at,34368,60,2.7217693,2.7217793
3178397997,0,write,34368,60,2.7217742,2.7217783
3178397997,0,MPI_File_write_at,38336,4,2.7219314,2.7219404
3178397997,0,write,38336,4,2.7219363,2.7219392
3178397997,0,MPI_File_write_at,38464,48,2.7220877,2.7220967
3178397997,0,write,38464,48,2.7220926,2.7220957
3178397997,0,MPI_File_write_at,40000,24,2.7222459,2.7222659
3178397997,0,write,40000,24,2.7222499,2.7222649
3178397997,0,MPI_File_write_at,40768,24,2.7224173,2.7224261
3178397997,0,write,40768,24,2.7224222,2.722426
3178397997,0,MPI_File_write_at,41536,4096,2.7226076,2.7226946
3178397997,0,write,41536,4096,2.7226135,2.7226924
3178397997,0,MPI_File_write_at,0,96,2.7244302,2.7254332
3178397997,0,write,0,96,2.7244351,2.7254291
3178397997,0,MPI_File_write_at,173312,4096,2.7568496,2.7578355
3178397997,0,write,173312,4096,2.7568574,2.7578325
3178397997,0,MPI_File_write_at,0,96,2.7938442,2.7939701
3178397997,0,write,0,96,2.7938511,2.7939681
3178397997,0,MPI_File_write_at,306432,4096,2.7982343,2.7983344
3178397997,0,write,306432,4096,2.7982433,2.7983312
3178397997,0,MPI_File_write_at,0,96,2.8500062,2.8501321
3178397997,0,write,0,96,2.8500131,2.8501301
3178397997,0,MPI_File_write_at,437504,4096,2.8613501,2.8631452
3178397997,0,write,437504,4096,2.8613671,2.863141
3178397997,0,MPI_File_write_at,0,96,2.906193,2.9063079
3178397997,0,write,0,96,2.9061999,2.9063057
3178397997,0,MPI_File_write_at,568576,4096,2.9319962,2.9327282
3178397997,0,write,568576,4096,2.9320049,2.932724
3178397997,0,MPI_File_write_at,0,96,2.9633868,2.9634829
3178397997,0,write,0,96,2.9633937,2.9634807
3178397997,0,MPI_File_write_at,699648,4096,2.9870659,2.9871379
3178397997,0,write,699648,4096,2.9870748,2.9871358
3178397997,0,MPI_File_write_at,0,96,3.0223376,3.0224347
3178397997,0,write,0,96,3.0223445,3.0224324
3178397997,0,MPI_File_write_at,830720,4096,3.0550595,3.0551925
3178397997,0,write,830720,4096,3.0550675,3.0551905
3178397997,0,MPI_File_write_at,0,96,3.0800411,3.0801322
3178397997,0,write,0,96,3.0800482,3.0801302
3178397997,0,MPI_File_write_at,961792,4096,3.1015962,3.1024221
3178397997,0,write,961792,4096,3.1016051,3.1024191
3178397997,0,MPI_File_write_at,0,96,3.1402697,3.1403568
3178397997,0,write,0,96,3.1402777,3.1403557
3178397997,0,MPI_File_write_at,1094912,4096,3.1541298,3.1551398
3178397997,0,write,1094912,4096,3.1541387,3.1551356
3178397997,0,MPI_File_write_at,0,96,3.2009465,3.2010784
3178397997,0,write,0,96,3.2009543,3.2010773
3178397997,0,MPI_File_write_at,1225984,4096,3.2157337,3.2166666
3178397997,0,write,1225984,4096,3.2157417,3.2166628
3178397997,0,MPI_File_write_at,0,96,3.2590334,3.2591414
3178397997,0,write,0,96,3.2590414,3.2591394
3178397997,0,MPI_File_write_at,1357056,4096,3.2755015,3.2764364
3178397997,0,write,1357056,4096,3.2755093,3.2764325
3178397997,0,MPI_File_write_at,0,96,3.3193471,3.3194552
3178397997,0,write,0,96,3.3193551,3.319454
3178397997,0,MPI_File_write_at,1093928,352,3.3582224,3.3582944
3178397997,0,write,1093928,352,3.3582374,3.3582924
3178397997,1,MPI_File_write_at,34116,4,2.7162586,2.7183996
3178397997,1,write,34116,4,2.7162675,2.7183966
3178397997,1,MPI_File_write_at,34244,4,2.7185907,2.7186026
3178397997,1,write,34244,4,2.7185976,2.7186016
3178397997,1,MPI_File_write_at,34428,60,2.71876,2.7187688
3178397997,1,write,34428,60,2.7187649,2.7187678
3178397997,1,MPI_File_write_at,38340,4,2.7189239,2.7189318
3178397997,1,write,38340,4,2.7189279,2.7189317
3178397997,1,MPI_File_write_at,38512,48,2.719091,2.7191
3178397997,1,write,38512,48,2.7190959,2.7190999
3178397997,1,MPI_File_write_at,40024,24,2.7192493,2.7192583
3178397997,1,write,40024,24,2.7192542,2.7192573
3178397997,1,MPI_File_write_at,40792,24,2.7194365,2.7194456
3178397997,1,write,40792,24,2.7194414,2.7194455
3178397997,1,MPI_File_write_at,45632,4096,2.7226286,2.7228596
3178397997,1,write,45632,4096,2.7226457,2.7228576
3178397997,1,MPI_File_write_at,96,40,2.7244375,2.7253425
3178397997,1,write,96,40,2.7244434,2.7253384
3178397997,1,MPI_File_write_at,177408,4096,2.7684155,2.7684906
3178397997,1,write,177408,4096,2.7684244,2.7684883
3178397997,1,MPI_File_write_at,136,544,2.7938552,2.7939412
3178397997,1,write,136,544,2.7938623,2.7939393
3178397997,1,MPI_File_write_at,310528,4096,2.8157044,2.8157733
3178397997,1,write,310528,4096,2.8157133,2.8157712
3178397997,1,MPI_File_write_at,680,32,2.8500181,2.8501242
3178397997,1,write,680,32,2.8500242,2.8501231
3178397997,1,MPI_File_write_at,441600,4096,2.8773096,2.8782175
3178397997,1,write,441600,4096,2.8773174,2.8782143
3178397997,1,MPI_File_write_at,680,32,2.9062043,2.9062953
3178397997,1,write,680,32,2.9062112,2.9062932
3178397997,1,MPI_File_write_at,572672,4096,2.9365834,2.9374023
3178397997,1,write,572672,4096,2.9365914,2.9373983
